281.449219,223.562500
341.332031,224.560547
264.482422,224.560547
292.427734,227.554688
323.367188,224.560547
351.312500,224.560547
331.351562,269.472656
312.388672,271.468750
314.384766,358.298828
279.453125,297.417969
316.380859,298.416016
216.576172,315.382812
243.523438,330.353516
276.458984,345.324219
211.585938,292.427734
201.605469,264.482422
336.341797,303.406250
318.376953,284.443359
319.375000,204.599609
317.378906,172.662109
285.441406,147.710938
249.511719,167.671875
233.542969,201.605469
220.568359,221.566406
202.603516,232.544922
335.343750,154.697266
350.314453,174.658203
356.302734,203.601562
328.357422,244.521484
304.404297,255.500000
250.509766,262.486328
178.650391,237.535156
251.507812,83.835938
197.613281,310.392578
171.664062,296.419922
156.693359,280.451172
172.662109,260.490234
183.640625,276.458984
159.687500,242.525391
141.722656,220.568359
138.728516,173.660156
161.683594,130.744141
184.638672,96.810547
217.574219,74.853516
291.429688,78.845703
331.351562,85.832031
374.267578,116.771484
384.248047,144.716797
372.271484,172.662109
278.455078,111.781250
249.511719,109.785156
222.564453,127.750000
209.589844,160.685547
181.644531,183.640625
349.316406,258.494141
346.322266,272.466797
1.996094,486.048828
13.972656,442.134766
53.894531,408.201172
164.677734,342.330078
124.755859,358.298828
87.828125,375.265625
102.798828,419.179688
140.724609,471.078125
149.707031,504.013672
334.345703,329.355469
356.302734,345.324219
390.236328,365.285156
421.175781,379.257812
460.099609,404.208984
489.042969,427.164062
502.017578,452.115234
507.007812,482.056641
400.216797,415.187500
356.302734,483.054688
415.187500,503.015625
444.130859,451.117188
208.591797,417.183594
255.500000,451.117188
299.414062,465.089844
0.000000,0.000000
511.000000,0.000000
511.000000,511.000000
0.000000,511.000000
255.500000,213.592593
308.396484,214.580078
285.441406,210.587891
329.355469,212.583984
351.312500,211.585938
339.335938,212.583984
