277.129639,202.777771
342.330078,202.603516
253.503906,203.601562
289.433594,203.601562
326.361328,205.597656
356.302734,200.607422
330.353516,246.517578
311.390625,256.498047
307.398438,330.353516
283.445312,285.441406
316.380859,286.439453
220.568359,301.410156
244.521484,312.388672
272.466797,322.369141
201.605469,281.449219
193.621094,253.503906
335.343750,284.443359
320.373047,268.474609
317.378906,180.646484
316.380859,144.716797
314.384766,111.781250
269.472656,151.703125
261.488281,222.564453
223.562500,233.542969
199.609375,229.550781
346.322266,133.738281
359.296875,159.687500
362.291016,212.583984
325.363281,228.552734
303.406250,243.523438
250.509766,262.486328
168.669922,228.552734
305.402344,40.919922
198.611328,316.380859
164.677734,336.341797
151.703125,305.402344
169.667969,270.470703
182.642578,296.419922
112.779297,291.429688
114.775391,224.560547
121.761719,158.689453
139.726562,103.796875
176.654297,62.876953
241.527344,31.937500
340.333984,60.880859
359.296875,82.837891
388.240234,114.775391
396.224609,149.707031
390.236328,181.644531
310.392578,77.847656
275.460938,91.820312
237.535156,106.791016
213.582031,137.730469
172.662109,166.673828
359.296875,239.531250
351.312500,263.484375
35.929688,480.060547
53.894531,415.187500
80.841797,398.220703
162.681641,356.302734
135.734375,370.275391
109.785156,382.251953
177.652344,394.228516
188.630859,434.150391
188.630859,488.044922
329.355469,311.390625
355.304688,349.316406
379.257812,368.279297
408.201172,387.242188
438.142578,399.218750
466.087891,416.185547
475.070312,442.134766
478.064453,486.048828
400.216797,415.187500
391.234375,446.126953
433.152344,473.074219
439.140625,436.146484
236.537109,420.177734
289.433594,425.167969
344.326172,431.156250
0.000000,0.000000
511.000000,0.000000
511.000000,511.000000
0.000000,511.000000
246.517578,185.636719
302.408203,184.638672
276.458984,180.646484
334.345703,184.638672
361.292969,176.654297
348.318359,181.644531
